Frequency_rads	Cp_Farad	Bp_S	Dissipation	Gp_S
125.663706E+0	0.000000E+0	NaN	0.000000E+0	0.000000E+0
138.230077E+0	5.000000E-9	691.150384E-9	86.000000E-3	59.438933E-9
157.079633E+0	4.900000E-9	769.690200E-9	104.000000E-3	80.047781E-9
175.929189E+0	4.900000E-9	862.053024E-9	99.000000E-3	85.343249E-9
194.778745E+0	4.900000E-9	954.415848E-9	70.000000E-3	66.809109E-9
213.628300E+0	4.800000E-9	1.025416E-6	87.000000E-3	89.211178E-9
238.761042E+0	4.800000E-9	1.146053E-6	73.000000E-3	83.661869E-9
270.176968E+0	4.800000E-9	1.296849E-6	72.000000E-3	93.373160E-9
301.592895E+0	4.700000E-9	1.417487E-6	75.000000E-3	106.311495E-9
333.008821E+0	4.700000E-9	1.565141E-6	76.000000E-3	118.950751E-9
370.707933E+0	4.700000E-9	1.742327E-6	78.000000E-3	135.901528E-9
414.690230E+0	4.700000E-9	1.949044E-6	78.000000E-3	152.025438E-9
458.672527E+0	4.650000E-9	2.132827E-6	76.000000E-3	162.094871E-9
515.221195E+0	4.600000E-9	2.370017E-6	76.000000E-3	180.121330E-9
571.769863E+0	4.600000E-9	2.630141E-6	79.000000E-3	207.781168E-9
634.601716E+0	4.560000E-9	2.893784E-6	76.000000E-3	219.927571E-9
709.999940E+0	4.530000E-9	3.216300E-6	75.000000E-3	241.222480E-9
791.681349E+0	4.520000E-9	3.578400E-6	75.000000E-3	268.379977E-9
879.645943E+0	4.500000E-9	3.958407E-6	75.000000E-3	296.880506E-9
980.176908E+0	4.470000E-9	4.381391E-6	77.000000E-3	337.367090E-9
1.093274E+3	4.450000E-9	4.865070E-6	77.000000E-3	374.610420E-9
1.218938E+3	4.430000E-9	5.399895E-6	77.000000E-3	415.791924E-9
1.357168E+3	4.400000E-9	5.971539E-6	78.000000E-3	465.780067E-9
1.514248E+3	4.380000E-9	6.632405E-6	78.000000E-3	517.327570E-9
1.683894E+3	4.360000E-9	7.341776E-6	79.000000E-3	580.000333E-9
1.878672E+3	4.340000E-9	8.153438E-6	80.000000E-3	652.275060E-9
2.092301E+3	4.320000E-9	9.038739E-6	80.000000E-3	723.099124E-9
2.331062E+3	4.300000E-9	10.023566E-6	82.000000E-3	821.932373E-9
2.601239E+3	4.280000E-9	11.133302E-6	83.000000E-3	924.064042E-9
2.896548E+3	4.270000E-9	12.368262E-6	85.000000E-3	1.051302E-6
3.229557E+3	4.300000E-9	13.887096E-6	86.000000E-3	1.194290E-6
3.593982E+3	4.200000E-9	15.094724E-6	88.000000E-3	1.328336E-6
4.008672E+3	4.200000E-9	16.836423E-6	91.000000E-3	1.532115E-6
4.467345E+3	4.190000E-9	18.718175E-6	94.000000E-3	1.759508E-6
4.976283E+3	4.180000E-9	20.800862E-6	98.000000E-3	2.038484E-6
5.541769E+3	4.160000E-9	23.053761E-6	102.000000E-3	2.351484E-6
6.176371E+3	4.140000E-9	25.570177E-6	108.000000E-3	2.761579E-6
6.886371E+3	4.120000E-9	28.371849E-6	113.000000E-3	3.206019E-6
7.671769E+3	4.100000E-9	31.454254E-6	120.000000E-3	3.774510E-6
8.545132E+3	4.100000E-9	35.035041E-6	120.000000E-3	4.204205E-6
9.525309E+3	4.060000E-9	38.672754E-6	136.000000E-3	5.259495E-6
10.612300E+3	4.030000E-9	42.767569E-6	146.000000E-3	6.244065E-6
11.824955E+3	4.000000E-9	47.299819E-6	157.000000E-3	7.426072E-6
13.175840E+3	3.970000E-9	52.308083E-6	169.000000E-3	8.840066E-6
14.683804E+3	3.940000E-9	57.854188E-6	183.000000E-3	10.587316E-6
16.361415E+3	3.900000E-9	63.809517E-6	198.000000E-3	12.634284E-6
18.227521E+3	3.850000E-9	70.175954E-6	214.000000E-3	15.017654E-6
20.313538E+3	3.790000E-9	76.988309E-6	232.000000E-3	17.861288E-6
22.632033E+3	3.730000E-9	84.417485E-6	252.000000E-3	21.273206E-6
25.220706E+3	3.660000E-9	92.307783E-6	273.000000E-3	25.200025E-6
28.098405E+3	3.580000E-9	100.592289E-6	296.000000E-3	29.775317E-6
31.309112E+3	3.500000E-9	109.581893E-6	319.000000E-3	34.956624E-6
34.890528E+3	3.400000E-9	118.627795E-6	344.000000E-3	40.807962E-6
38.874067E+3	3.300000E-9	128.284423E-6	367.700000E-3	47.170182E-6
43.316280E+3	3.180000E-9	137.745769E-6	394.000000E-3	54.271833E-6
48.267430E+3	3.066000E-9	147.987939E-6	420.200000E-3	62.184532E-6
53.784066E+3	2.944000E-9	158.340291E-6	446.000000E-3	70.619770E-6
59.929021E+3	2.819000E-9	168.939911E-6	471.200000E-3	79.604486E-6
66.777693E+3	2.693000E-9	179.832328E-6	495.400000E-3	89.088936E-6
74.405480E+3	2.569000E-9	191.147679E-6	518.200000E-3	99.052727E-6
82.906630E+3	2.446000E-9	202.789617E-6	539.700000E-3	109.445556E-6
92.381674E+3	2.327000E-9	214.972154E-6	559.700000E-3	120.319915E-6
102.937425E+3	2.212000E-9	227.697584E-6	577.800000E-3	131.563664E-6
114.699548E+3	2.101000E-9	240.983750E-6	594.100000E-3	143.168446E-6
127.806272E+3	1.994000E-9	254.845707E-6	608.500000E-3	155.073613E-6
142.408395E+3	1.893000E-9	269.579092E-6	620.400000E-3	167.246868E-6
158.681845E+3	1.796000E-9	284.992593E-6	629.900000E-3	179.516835E-6
176.815118E+3	1.705000E-9	301.469776E-6	636.200000E-3	191.795071E-6
197.021842E+3	1.619000E-9	318.978362E-6	639.100000E-3	203.859071E-6
219.534495E+3	1.540000E-9	338.083122E-6	638.000000E-3	215.697032E-6
244.616970E+3	1.467000E-9	358.853096E-6	632.800000E-3	227.082239E-6
272.570862E+3	1.401000E-9	381.871777E-6	622.800000E-3	237.829743E-6
303.716611E+3	1.341000E-9	407.283976E-6	608.700000E-3	247.913756E-6
338.418644E+3	1.288000E-9	435.883213E-6	590.600000E-3	257.432626E-6
377.091649E+3	1.242000E-9	468.347829E-6	568.800000E-3	266.396245E-6
420.181734E+3	1.201000E-9	504.638263E-6	544.200000E-3	274.624143E-6
468.197836E+3	1.165800E-9	545.825038E-6	517.300000E-3	282.355292E-6
521.692876E+3	1.135500E-9	592.382261E-6	488.800000E-3	289.556449E-6
581.307738E+3	1.109800E-9	645.135328E-6	459.600000E-3	296.504197E-6
