Amplitude,Capacitance,Dissipation
10.000000E-3,2.852000E-9,99.200000E-6
30.000000E-3,2.843000E-9,98.100000E-6
50.000000E-3,2.836000E-9,97.200000E-6
70.000000E-3,2.833000E-9,96.000000E-6
90.000000E-3,2.829000E-9,95.200000E-6
110.000000E-3,2.825000E-9,94.400000E-6
130.000000E-3,2.821000E-9,94.000000E-6
150.000000E-3,2.818000E-9,93.400000E-6
170.000000E-3,2.815000E-9,92.800000E-6
190.000000E-3,2.812000E-9,92.300000E-6
210.000000E-3,2.809000E-9,91.900000E-6
230.000000E-3,2.807000E-9,91.500000E-6
250.000000E-3,2.806000E-9,91.200000E-6
270.000000E-3,2.804000E-9,90.800000E-6
290.000000E-3,2.803000E-9,90.500000E-6
310.000000E-3,2.802000E-9,90.200000E-6
330.000000E-3,2.801000E-9,89.900000E-6
350.000000E-3,2.799000E-9,89.800000E-6
370.000000E-3,2.799000E-9,89.600000E-6
390.000000E-3,2.798000E-9,89.300000E-6
