Amplitude,Capacitance,Dissipation
10.000000E-3,4.440000E-9,4.700000E-6
30.000000E-3,4.410000E-9,4.500000E-6
50.000000E-3,4.370000E-9,4.400000E-6
70.000000E-3,4.340000E-9,4.200000E-6
90.000000E-3,4.300000E-9,4.000000E-6
110.000000E-3,4.268000E-9,3.760000E-6
130.000000E-3,4.242000E-9,3.610000E-6
150.000000E-3,4.214000E-9,3.410000E-6
170.000000E-3,4.189000E-9,3.220000E-6
190.000000E-3,4.168000E-9,3.040000E-6
210.000000E-3,4.149000E-9,2.900000E-6
230.000000E-3,4.134000E-9,2.760000E-6
250.000000E-3,4.124000E-9,2.670000E-6
270.000000E-3,4.113000E-9,2.560000E-6
290.000000E-3,4.104000E-9,2.470000E-6
310.000000E-3,4.096000E-9,2.390000E-6
330.000000E-3,4.089000E-9,2.320000E-6
350.000000E-3,4.085000E-9,2.290000E-6
370.000000E-3,4.081000E-9,2.230000E-6
390.000000E-3,4.076000E-9,2.190000E-6
