Frequency_rads	Cp_Farad	Bp_S	Dissipation	Gp_S
125.663706E+0	0.000000E+0	NaN	0.000000E+0	0.000000E+0
138.230077E+0	4.900000E-9	677.327376E-9	113.000000E-3	76.537994E-9
157.079633E+0	5.100000E-9	801.106127E-9	93.000000E-3	74.502870E-9
175.929189E+0	5.000000E-9	879.645943E-9	88.000000E-3	77.408843E-9
194.778745E+0	5.000000E-9	973.893723E-9	103.000000E-3	100.311053E-9
213.628300E+0	4.900000E-9	1.046779E-6	94.000000E-3	98.397195E-9
238.761042E+0	4.900000E-9	1.169929E-6	85.000000E-3	99.443974E-9
270.176968E+0	4.800000E-9	1.296849E-6	85.000000E-3	110.232203E-9
301.592895E+0	4.900000E-9	1.477805E-6	75.000000E-3	110.835389E-9
333.008821E+0	4.800000E-9	1.598442E-6	72.000000E-3	115.087849E-9
370.707933E+0	4.800000E-9	1.779398E-6	80.000000E-3	142.351846E-9
414.690230E+0	4.800000E-9	1.990513E-6	80.000000E-3	159.241048E-9
458.672527E+0	4.750000E-9	2.178695E-6	75.000000E-3	163.402088E-9
515.221195E+0	4.740000E-9	2.442148E-6	72.000000E-3	175.834689E-9
571.769863E+0	4.720000E-9	2.698754E-6	72.000000E-3	194.310270E-9
634.601716E+0	4.700000E-9	2.982628E-6	71.000000E-3	211.766593E-9
709.999940E+0	4.680000E-9	3.322800E-6	71.000000E-3	235.918780E-9
791.681349E+0	4.660000E-9	3.689235E-6	72.000000E-3	265.624926E-9
879.645943E+0	4.640000E-9	4.081557E-6	72.000000E-3	293.872117E-9
980.176908E+0	4.620000E-9	4.528417E-6	72.000000E-3	326.046047E-9
1.093274E+3	4.600000E-9	5.029062E-6	72.000000E-3	362.092429E-9
1.218938E+3	4.570000E-9	5.570546E-6	74.000000E-3	412.220436E-9
1.357168E+3	4.550000E-9	6.175115E-6	74.000000E-3	456.958474E-9
1.514248E+3	4.530000E-9	6.859542E-6	76.000000E-3	521.325184E-9
1.683894E+3	4.510000E-9	7.594360E-6	77.000000E-3	584.765752E-9
1.878672E+3	4.490000E-9	8.435239E-6	79.000000E-3	666.383889E-9
2.092301E+3	4.470000E-9	9.352584E-6	80.000000E-3	748.206733E-9
2.331062E+3	4.460000E-9	10.396535E-6	82.000000E-3	852.515903E-9
2.601239E+3	4.430000E-9	11.523488E-6	85.000000E-3	979.496439E-9
2.896548E+3	4.410000E-9	12.773779E-6	87.000000E-3	1.111319E-6
3.229557E+3	4.400000E-9	14.210052E-6	89.000000E-3	1.264695E-6
3.593982E+3	4.400000E-9	15.813521E-6	92.000000E-3	1.454844E-6
4.008672E+3	4.400000E-9	17.638158E-6	96.000000E-3	1.693263E-6
4.467345E+3	4.340000E-9	19.388276E-6	100.000000E-3	1.938828E-6
4.976283E+3	4.320000E-9	21.497542E-6	105.000000E-3	2.257242E-6
5.541769E+3	4.290000E-9	23.774191E-6	110.000000E-3	2.615161E-6
6.176371E+3	4.270000E-9	26.373105E-6	116.000000E-3	3.059280E-6
6.886371E+3	4.250000E-9	29.267077E-6	123.000000E-3	3.599850E-6
7.671769E+3	4.220000E-9	32.374866E-6	131.000000E-3	4.241107E-6
8.545132E+3	4.200000E-9	35.889554E-6	139.000000E-3	4.988648E-6
9.525309E+3	4.170000E-9	39.720538E-6	149.000000E-3	5.918360E-6
10.612300E+3	4.140000E-9	43.934922E-6	159.000000E-3	6.985653E-6
