Frequency_rads	Cp_Farad	Bp_S	Dissipation	Gp_S
125.663706E+0	1.087800E-9	136.696980E-9	453.700000E-3	62.019420E-9
138.230077E+0	5.600000E-9	774.088430E-9	90.000000E-3	69.667959E-9
157.079633E+0	5.400000E-9	848.230016E-9	69.000000E-3	58.527871E-9
175.929189E+0	5.500000E-9	967.610537E-9	102.000000E-3	98.696275E-9
194.778745E+0	5.300000E-9	1.032327E-6	92.000000E-3	94.974116E-9
213.628300E+0	5.300000E-9	1.132230E-6	78.000000E-3	88.313939E-9
238.761042E+0	5.300000E-9	1.265434E-6	70.000000E-3	88.580346E-9
270.176968E+0	5.300000E-9	1.431938E-6	76.000000E-3	108.827283E-9
301.592895E+0	5.300000E-9	1.598442E-6	86.000000E-3	137.466041E-9
333.008821E+0	5.300000E-9	1.764947E-6	85.000000E-3	150.020474E-9
370.707933E+0	5.200000E-9	1.927681E-6	84.000000E-3	161.925225E-9
414.690230E+0	5.200000E-9	2.156389E-6	74.000000E-3	159.572801E-9
458.672527E+0	5.200000E-9	2.385097E-6	79.000000E-3	188.422674E-9
515.221195E+0	5.200000E-9	2.679150E-6	73.000000E-3	195.577966E-9
571.769863E+0	5.150000E-9	2.944615E-6	75.000000E-3	220.846110E-9
634.601716E+0	5.130000E-9	3.255507E-6	78.000000E-3	253.929531E-9
709.999940E+0	5.110000E-9	3.628100E-6	80.000000E-3	290.247975E-9
791.681349E+0	5.090000E-9	4.029658E-6	82.000000E-3	330.431961E-9
879.645943E+0	5.060000E-9	4.451008E-6	83.000000E-3	369.433703E-9
980.176908E+0	5.040000E-9	4.940092E-6	84.000000E-3	414.967696E-9
1.093274E+3	5.010000E-9	5.477304E-6	86.000000E-3	471.048141E-9
1.218938E+3	4.980000E-9	6.070311E-6	89.000000E-3	540.257678E-9
1.357168E+3	4.960000E-9	6.731553E-6	92.000000E-3	619.302914E-9
1.514248E+3	4.930000E-9	7.465241E-6	95.000000E-3	709.197891E-9
1.683894E+3	4.900000E-9	8.251079E-6	97.000000E-3	800.354658E-9
1.878672E+3	4.870000E-9	9.149135E-6	101.000000E-3	924.062597E-9
2.092301E+3	4.840000E-9	10.126735E-6	104.000000E-3	1.053180E-6
2.331062E+3	4.810000E-9	11.212407E-6	108.000000E-3	1.210940E-6
2.601239E+3	4.770000E-9	12.407909E-6	112.000000E-3	1.389686E-6
2.896548E+3	4.700000E-9	13.613778E-6	115.000000E-3	1.565584E-6
3.229557E+3	4.700000E-9	15.178919E-6	120.000000E-3	1.821470E-6
3.593982E+3	4.700000E-9	16.891715E-6	124.000000E-3	2.094573E-6
4.008672E+3	4.600000E-9	18.439892E-6	129.000000E-3	2.378746E-6
4.467345E+3	4.600000E-9	20.549786E-6	134.000000E-3	2.753671E-6
4.976283E+3	4.560000E-9	22.691849E-6	140.000000E-3	3.176859E-6
5.541769E+3	4.530000E-9	25.104216E-6	146.000000E-3	3.665215E-6
6.176371E+3	4.490000E-9	27.731906E-6	152.000000E-3	4.215250E-6
6.886371E+3	4.450000E-9	30.644351E-6	159.000000E-3	4.872452E-6
7.671769E+3	4.410000E-9	33.832502E-6	167.000000E-3	5.650028E-6
8.545132E+3	4.360000E-9	37.256776E-6	176.000000E-3	6.557193E-6
9.525309E+3	4.320000E-9	41.149335E-6	185.000000E-3	7.612627E-6
10.612300E+3	4.270000E-9	45.314521E-6	195.000000E-3	8.836332E-6
11.824955E+3	4.220000E-9	49.901309E-6	207.000000E-3	10.329571E-6
13.175840E+3	4.170000E-9	54.943251E-6	219.000000E-3	12.032572E-6
14.683804E+3	4.110000E-9	60.350435E-6	233.000000E-3	14.061651E-6
16.361415E+3	4.050000E-9	66.263729E-6	248.000000E-3	16.433405E-6
18.227521E+3	3.980000E-9	72.545532E-6	264.000000E-3	19.152020E-6
20.313538E+3	3.910000E-9	79.425934E-6	281.000000E-3	22.318687E-6
22.632033E+3	3.830000E-9	86.680688E-6	300.000000E-3	26.004206E-6
25.220706E+3	3.740000E-9	94.325440E-6	320.000000E-3	30.184141E-6
28.098405E+3	3.640000E-9	102.278193E-6	342.000000E-3	34.979142E-6
31.309112E+3	3.540000E-9	110.834258E-6	364.000000E-3	40.343670E-6
34.890528E+3	3.430000E-9	119.674511E-6	387.000000E-3	46.314036E-6
38.874067E+3	3.320000E-9	129.061904E-6	408.400000E-3	52.708882E-6
43.316280E+3	3.200000E-9	138.612094E-6	432.800000E-3	59.991314E-6
48.267430E+3	3.071000E-9	148.229276E-6	457.100000E-3	67.755602E-6
53.784066E+3	2.943000E-9	158.286507E-6	481.200000E-3	76.167467E-6
59.929021E+3	2.815000E-9	168.700195E-6	504.500000E-3	85.109249E-6
66.777693E+3	2.686000E-9	179.364885E-6	526.900000E-3	94.507358E-6
74.405480E+3	2.560000E-9	190.478030E-6	548.400000E-3	104.458152E-6
82.906630E+3	2.435000E-9	201.877644E-6	568.700000E-3	114.807816E-6
92.381674E+3	2.317000E-9	214.048338E-6	586.800000E-3	125.603565E-6
102.937425E+3	2.201000E-9	226.565272E-6	603.900000E-3	136.822768E-6
114.699548E+3	2.090000E-9	239.722055E-6	619.000000E-3	148.387952E-6
127.806272E+3	1.983000E-9	253.439838E-6	632.300000E-3	160.250010E-6
142.408395E+3	1.882000E-9	268.012599E-6	643.200000E-3	172.385704E-6
158.681845E+3	1.785000E-9	283.247093E-6	651.700000E-3	184.592131E-6
176.815118E+3	1.694000E-9	299.524809E-6	657.000000E-3	196.787800E-6
197.021842E+3	1.609000E-9	317.008143E-6	659.000000E-3	208.908366E-6
219.534495E+3	1.530000E-9	335.887777E-6	657.000000E-3	220.678269E-6
244.616970E+3	1.458000E-9	356.651543E-6	650.900000E-3	232.144489E-6
272.570862E+3	1.392000E-9	379.418640E-6	640.200000E-3	242.903813E-6
303.716611E+3	1.333000E-9	404.854243E-6	625.700000E-3	253.317300E-6
338.418644E+3	1.281000E-9	433.514283E-6	607.100000E-3	263.186521E-6
377.091649E+3	1.235000E-9	465.708187E-6	585.100000E-3	272.485860E-6
420.181734E+3	1.195000E-9	502.117172E-6	560.600000E-3	281.486887E-6
468.197836E+3	1.159900E-9	543.062670E-6	534.100000E-3	290.049772E-6
521.692876E+3	1.129900E-9	589.460781E-6	506.000000E-3	298.267155E-6
581.307738E+3	1.104400E-9	641.996266E-6	477.600000E-3	306.617417E-6
647.733573E+3	1.082700E-9	701.301140E-6	449.300000E-3	315.094602E-6
721.749496E+3	1.064600E-9	768.374514E-6	421.600000E-3	323.946695E-6
804.222587E+3	1.049300E-9	843.870760E-6	395.400000E-3	333.666499E-6
896.120455E+3	1.036600E-9	928.918464E-6	370.600000E-3	344.257183E-6
998.517526E+3	1.026000E-9	1.024479E-3	347.900000E-3	356.416238E-6
1.112614E+6	1.017100E-9	1.131640E-3	327.500000E-3	370.611964E-6
1.239748E+6	1.010000E-9	1.252145E-3	308.100000E-3	385.785979E-6
1.381415E+6	1.004000E-9	1.386940E-3	292.200000E-3	405.264013E-6
1.539267E+6	1.000000E-9	1.539267E-3	278.800000E-3	429.147724E-6
1.715153E+6	996.000000E-12	1.708292E-3	267.800000E-3	457.480571E-6
1.911144E+6	993.000000E-12	1.897766E-3	259.900000E-3	493.229358E-6
2.129529E+6	990.000000E-12	2.108233E-3	254.800000E-3	537.177843E-6
2.372864E+6	989.000000E-12	2.346762E-3	252.100000E-3	591.618771E-6
2.644002E+6	987.000000E-12	2.609630E-3	252.500000E-3	658.931587E-6
2.946129E+6	987.000000E-12	2.907829E-3	256.200000E-3	744.985883E-6
3.282782E+6	986.000000E-12	3.236823E-3	262.800000E-3	850.637127E-6
3.657895E+6	987.000000E-12	3.610342E-3	272.900000E-3	985.262312E-6
4.075877E+6	987.000000E-12	4.022891E-3	286.200000E-3	1.151351E-3
4.541618E+6	988.600000E-12	4.489844E-3	304.100000E-3	1.365362E-3
5.060584E+6	990.000000E-12	5.009978E-3	327.100000E-3	1.638764E-3
5.638845E+6	991.400000E-12	5.590351E-3	356.100000E-3	1.990724E-3
6.283185E+6	992.700000E-12	6.237318E-3	392.200000E-3	2.446276E-3
