Amplitude,Capacitance,Dissipation
10.000000E-3,4.570000E-9,3.900000E-6
30.000000E-3,4.530000E-9,3.800000E-6
50.000000E-3,4.500000E-9,3.600000E-6
70.000000E-3,4.470000E-9,3.500000E-6
90.000000E-3,4.450000E-9,3.400000E-6
110.000000E-3,4.423000E-9,3.310000E-6
130.000000E-3,4.406000E-9,3.260000E-6
150.000000E-3,4.386000E-9,3.180000E-6
170.000000E-3,4.368000E-9,3.100000E-6
190.000000E-3,4.351000E-9,3.040000E-6
210.000000E-3,4.335000E-9,2.990000E-6
230.000000E-3,4.320000E-9,2.940000E-6
250.000000E-3,4.310000E-9,2.900000E-6
270.000000E-3,4.298000E-9,2.850000E-6
290.000000E-3,4.286000E-9,2.800000E-6
310.000000E-3,4.276000E-9,2.760000E-6
330.000000E-3,4.267000E-9,2.720000E-6
350.000000E-3,4.259000E-9,2.710000E-6
370.000000E-3,4.251000E-9,2.680000E-6
390.000000E-3,4.243000E-9,2.640000E-6
