Amplitude,Capacitance,Dissipation
10.000000E-3,4.400000E-9,3.400000E-6
30.000000E-3,4.380000E-9,3.300000E-6
50.000000E-3,4.360000E-9,3.200000E-6
70.000000E-3,4.340000E-9,3.100000E-6
90.000000E-3,4.330000E-9,3.000000E-6
110.000000E-3,4.311000E-9,2.940000E-6
130.000000E-3,4.299000E-9,2.900000E-6
150.000000E-3,4.285000E-9,2.840000E-6
170.000000E-3,4.271000E-9,2.780000E-6
190.000000E-3,4.259000E-9,2.730000E-6
210.000000E-3,4.248000E-9,2.700000E-6
230.000000E-3,4.238000E-9,2.650000E-6
250.000000E-3,4.231000E-9,2.620000E-6
270.000000E-3,4.222000E-9,2.580000E-6
290.000000E-3,4.214000E-9,2.540000E-6
310.000000E-3,4.207000E-9,2.510000E-6
330.000000E-3,4.200000E-9,2.470000E-6
350.000000E-3,4.196000E-9,2.470000E-6
370.000000E-3,4.191000E-9,2.440000E-6
390.000000E-3,4.185000E-9,2.420000E-6
