Frequency_rads	Cp_Farad	Bp_S	Dissipation	Gp_S
125.663706E+0	0.000000E+0	NaN	0.000000E+0	0.000000E+0
138.230077E+0	5.900000E-9	815.557453E-9	188.000000E-3	153.324801E-9
157.079633E+0	5.700000E-9	895.353906E-9	151.000000E-3	135.198440E-9
175.929189E+0	5.600000E-9	985.203456E-9	164.000000E-3	161.573367E-9
194.778745E+0	5.600000E-9	1.090761E-6	148.000000E-3	161.432623E-9
213.628300E+0	5.500000E-9	1.174956E-6	161.000000E-3	189.167860E-9
238.761042E+0	5.500000E-9	1.313186E-6	153.000000E-3	200.917417E-9
270.176968E+0	5.400000E-9	1.458956E-6	134.000000E-3	195.500054E-9
301.592895E+0	5.300000E-9	1.598442E-6	133.000000E-3	212.592832E-9
333.008821E+0	5.300000E-9	1.764947E-6	152.000000E-3	268.271906E-9
370.707933E+0	5.200000E-9	1.927681E-6	127.000000E-3	244.815519E-9
414.690230E+0	5.200000E-9	2.156389E-6	123.000000E-3	265.235871E-9
458.672527E+0	5.160000E-9	2.366750E-6	116.000000E-3	274.543028E-9
515.221195E+0	5.080000E-9	2.617324E-6	114.000000E-3	298.374899E-9
571.769863E+0	5.050000E-9	2.887438E-6	107.000000E-3	308.955845E-9
634.601716E+0	5.020000E-9	3.185701E-6	105.000000E-3	334.498565E-9
709.999940E+0	4.990000E-9	3.542900E-6	105.000000E-3	372.004468E-9
791.681349E+0	4.960000E-9	3.926739E-6	101.000000E-3	396.600688E-9
879.645943E+0	4.930000E-9	4.336654E-6	98.000000E-3	424.992141E-9
980.176908E+0	4.910000E-9	4.812669E-6	98.000000E-3	471.641525E-9
1.093274E+3	4.890000E-9	5.346111E-6	95.000000E-3	507.880550E-9
1.218938E+3	4.860000E-9	5.924038E-6	94.000000E-3	556.859613E-9
1.357168E+3	4.830000E-9	6.555122E-6	94.000000E-3	616.181427E-9
1.514248E+3	4.810000E-9	7.283531E-6	94.000000E-3	684.651937E-9
1.683894E+3	4.790000E-9	8.065851E-6	94.000000E-3	758.189960E-9
1.878672E+3	4.790000E-9	8.998841E-6	94.000000E-3	845.891038E-9
2.092301E+3	4.740000E-9	9.917505E-6	96.000000E-3	952.080514E-9
2.331062E+3	4.720000E-9	11.002611E-6	97.000000E-3	1.067253E-6
2.601239E+3	4.700000E-9	12.225822E-6	99.000000E-3	1.210356E-6
2.896548E+3	4.700000E-9	13.613778E-6	101.000000E-3	1.374992E-6
3.229557E+3	4.700000E-9	15.178919E-6	103.000000E-3	1.563429E-6
3.593982E+3	4.600000E-9	16.532317E-6	106.000000E-3	1.752426E-6
4.008672E+3	4.600000E-9	18.439892E-6	110.000000E-3	2.028388E-6
4.467345E+3	4.580000E-9	20.460439E-6	114.000000E-3	2.332490E-6
4.976283E+3	4.550000E-9	22.642087E-6	119.000000E-3	2.694408E-6
5.541769E+3	4.530000E-9	25.104216E-6	125.000000E-3	3.138027E-6
6.176371E+3	4.500000E-9	27.793670E-6	131.000000E-3	3.640971E-6
6.886371E+3	4.470000E-9	30.782079E-6	138.000000E-3	4.247927E-6
7.671769E+3	4.440000E-9	34.062656E-6	146.000000E-3	4.973148E-6
8.545132E+3	4.410000E-9	37.684032E-6	155.000000E-3	5.841025E-6
9.525309E+3	4.370000E-9	41.625600E-6	165.000000E-3	6.868224E-6
10.612300E+3	4.330000E-9	45.951259E-6	176.000000E-3	8.087422E-6
11.824955E+3	4.290000E-9	50.729056E-6	189.000000E-3	9.587792E-6
13.175840E+3	4.240000E-9	55.865560E-6	202.000000E-3	11.284843E-6
14.683804E+3	4.190000E-9	61.525139E-6	217.000000E-3	13.350955E-6
16.361415E+3	4.130000E-9	67.572642E-6	234.000000E-3	15.811998E-6
18.227521E+3	4.060000E-9	74.003734E-6	252.000000E-3	18.648941E-6
20.313538E+3	3.990000E-9	81.051017E-6	271.000000E-3	21.964826E-6
22.632033E+3	3.910000E-9	88.491251E-6	291.000000E-3	25.750954E-6
25.220706E+3	3.820000E-9	96.343096E-6	313.000000E-3	30.155389E-6
28.098405E+3	3.720000E-9	104.526065E-6	336.000000E-3	35.120758E-6
31.309112E+3	3.610000E-9	113.025896E-6	360.000000E-3	40.689322E-6
34.890528E+3	3.500000E-9	122.116848E-6	382.500000E-3	46.709694E-6
38.874067E+3	3.380000E-9	131.394348E-6	407.800000E-3	53.582615E-6
43.316280E+3	3.250000E-9	140.777908E-6	433.200000E-3	60.984990E-6
48.267430E+3	3.119000E-9	150.546113E-6	458.300000E-3	68.995283E-6
53.784066E+3	2.986000E-9	160.599222E-6	482.800000E-3	77.537304E-6
59.929021E+3	2.853000E-9	170.977498E-6	506.500000E-3	86.600103E-6
66.777693E+3	2.721000E-9	181.702104E-6	528.900000E-3	96.102243E-6
74.405480E+3	2.591000E-9	192.784600E-6	550.200000E-3	106.070087E-6
82.906630E+3	2.464000E-9	204.281937E-6	570.100000E-3	116.461132E-6
92.381674E+3	2.343000E-9	216.450261E-6	588.000000E-3	127.272754E-6
102.937425E+3	2.225000E-9	229.035770E-6	604.500000E-3	138.452123E-6
114.699548E+3	2.112000E-9	242.245445E-6	619.200000E-3	149.998379E-6
127.806272E+3	2.112000E-9	269.926847E-6	619.200000E-3	167.138704E-6
142.408395E+3	1.902000E-9	270.860767E-6	641.900000E-3	173.865527E-6
158.681845E+3	1.804000E-9	286.262048E-6	649.400000E-3	185.898574E-6
176.815118E+3	1.713000E-9	302.884297E-6	653.800000E-3	198.025753E-6
197.021842E+3	1.627000E-9	320.554536E-6	654.400000E-3	209.770889E-6
219.534495E+3	1.549000E-9	340.058932E-6	651.000000E-3	221.378365E-6
244.616970E+3	1.477000E-9	361.299265E-6	643.400000E-3	232.459947E-6
272.570862E+3	1.411000E-9	384.597486E-6	631.600000E-3	242.911772E-6
303.716611E+3	1.353000E-9	410.928575E-6	615.600000E-3	252.967631E-6
338.418644E+3	1.301000E-9	440.282656E-6	596.000000E-3	262.408463E-6
377.091649E+3	1.255000E-9	473.250020E-6	573.100000E-3	271.219586E-6
420.181734E+3	1.215000E-9	510.520807E-6	547.400000E-3	279.459090E-6
468.197836E+3	1.181100E-9	552.988465E-6	520.100000E-3	287.609300E-6
521.692876E+3	1.151400E-9	600.677177E-6	491.500000E-3	295.232833E-6
581.307738E+3	1.126300E-9	654.726906E-6	462.300000E-3	302.680248E-6
647.733573E+3	1.105000E-9	715.745599E-6	433.400000E-3	310.204142E-6
721.749496E+3	1.086900E-9	784.469527E-6	405.300000E-3	317.945499E-6
804.222587E+3	1.071900E-9	862.046191E-6	378.300000E-3	326.112074E-6
896.120455E+3	1.059300E-9	949.260398E-6	352.900000E-3	334.993994E-6
998.517526E+3	1.049000E-9	1.047445E-3	329.200000E-3	344.818856E-6
1.112614E+6	1.040200E-9	1.157341E-3	307.800000E-3	356.229549E-6
1.239748E+6	1.034000E-9	1.281899E-3	287.300000E-3	368.289665E-6
1.381415E+6	1.028000E-9	1.420094E-3	270.200000E-3	383.709521E-6
1.539267E+6	1.023000E-9	1.574670E-3	255.400000E-3	402.170833E-6
1.715153E+6	1.020000E-9	1.749456E-3	242.800000E-3	424.767810E-6
1.911144E+6	1.018000E-9	1.945544E-3	232.600000E-3	452.533650E-6
2.129529E+6	1.016000E-9	2.163601E-3	224.700000E-3	486.161153E-6
2.372864E+6	1.016000E-9	2.410830E-3	219.300000E-3	528.694932E-6
2.644002E+6	1.016000E-9	2.686306E-3	216.100000E-3	580.510750E-6
2.946129E+6	1.017000E-9	2.996213E-3	215.500000E-3	645.683952E-6
3.282782E+6	1.019000E-9	3.345155E-3	217.500000E-3	727.571206E-6
3.657895E+6	1.023000E-9	3.742026E-3	222.400000E-3	832.226612E-6
4.075877E+6	1.027000E-9	4.185926E-3	230.200000E-3	963.600133E-6
4.541618E+6	1.033400E-9	4.693308E-3	241.500000E-3	1.133434E-3
5.060584E+6	1.041400E-9	5.270092E-3	256.300000E-3	1.350725E-3
