Amplitude,Capacitance,Dissipation
10.000000E-3,1.126600E-9,305.700000E-6
30.000000E-3,1.125800E-9,305.100000E-6
50.000000E-3,1.125100E-9,304.600000E-6
70.000000E-3,1.125800E-9,303.000000E-6
90.000000E-3,1.125300E-9,302.500000E-6
110.000000E-3,1.125000E-9,302.000000E-6
130.000000E-3,1.124500E-9,301.800000E-6
150.000000E-3,1.124100E-9,301.400000E-6
170.000000E-3,1.123800E-9,301.000000E-6
190.000000E-3,1.123500E-9,300.700000E-6
210.000000E-3,1.123100E-9,300.500000E-6
230.000000E-3,1.122800E-9,300.200000E-6
250.000000E-3,1.122700E-9,300.000000E-6
270.000000E-3,1.122400E-9,299.800000E-6
290.000000E-3,1.122200E-9,299.500000E-6
310.000000E-3,1.122000E-9,299.400000E-6
330.000000E-3,1.121800E-9,299.100000E-6
350.000000E-3,1.121700E-9,299.100000E-6
370.000000E-3,1.121400E-9,299.000000E-6
390.000000E-3,1.121300E-9,298.800000E-6
