Amplitude,Capacitance,Dissipation
10.000000E-3,1.126400E-9,309.100000E-6
30.000000E-3,1.125400E-9,308.200000E-6
50.000000E-3,1.124400E-9,307.300000E-6
70.000000E-3,1.124800E-9,305.600000E-6
90.000000E-3,1.124200E-9,304.800000E-6
110.000000E-3,1.123600E-9,304.100000E-6
130.000000E-3,1.123100E-9,303.800000E-6
150.000000E-3,1.122500E-9,303.200000E-6
170.000000E-3,1.122000E-9,302.700000E-6
190.000000E-3,1.121600E-9,302.100000E-6
210.000000E-3,1.121100E-9,301.800000E-6
230.000000E-3,1.120700E-9,301.400000E-6
250.000000E-3,1.120500E-9,301.100000E-6
270.000000E-3,1.120100E-9,300.800000E-6
290.000000E-3,1.119800E-9,300.500000E-6
310.000000E-3,1.119400E-9,300.200000E-6
330.000000E-3,1.119300E-9,299.900000E-6
350.000000E-3,1.119100E-9,299.900000E-6
370.000000E-3,1.118800E-9,299.700000E-6
390.000000E-3,1.118700E-9,299.500000E-6
