Frequency_rads	Cp_Farad	Bp_S	Dissipation	Gp_S
125.663706E+0	0.000000E+0	NaN	0.000000E+0	0.000000E+0
138.230077E+0	5.100000E-9	704.973391E-9	104.000000E-3	73.317233E-9
157.079633E+0	5.200000E-9	816.814090E-9	94.000000E-3	76.780524E-9
175.929189E+0	5.200000E-9	914.831781E-9	94.000000E-3	85.994187E-9
194.778745E+0	5.100000E-9	993.371597E-9	82.000000E-3	81.456471E-9
213.628300E+0	5.100000E-9	1.089504E-6	75.000000E-3	81.712825E-9
238.761042E+0	5.100000E-9	1.217681E-6	75.000000E-3	91.326098E-9
270.176968E+0	5.100000E-9	1.377903E-6	81.000000E-3	111.610106E-9
301.592895E+0	5.100000E-9	1.538124E-6	81.000000E-3	124.588025E-9
333.008821E+0	5.100000E-9	1.698345E-6	82.000000E-3	139.264289E-9
370.707933E+0	5.000000E-9	1.853540E-6	78.000000E-3	144.576094E-9
414.690230E+0	5.000000E-9	2.073451E-6	76.000000E-3	157.582288E-9
458.672527E+0	4.950000E-9	2.270429E-6	76.000000E-3	172.552605E-9
515.221195E+0	4.940000E-9	2.545193E-6	73.000000E-3	185.799067E-9
571.769863E+0	4.910000E-9	2.807390E-6	76.000000E-3	213.361642E-9
634.601716E+0	4.900000E-9	3.109548E-6	75.000000E-3	233.216131E-9
709.999940E+0	4.880000E-9	3.464800E-6	79.000000E-3	273.719177E-9
791.681349E+0	4.850000E-9	3.839655E-6	77.000000E-3	295.653400E-9
879.645943E+0	4.830000E-9	4.248690E-6	79.000000E-3	335.646502E-9
980.176908E+0	4.810000E-9	4.714651E-6	79.000000E-3	372.457423E-9
1.093274E+3	4.780000E-9	5.225851E-6	82.000000E-3	428.519772E-9
1.218938E+3	4.750000E-9	5.789955E-6	83.000000E-3	480.566287E-9
1.357168E+3	4.730000E-9	6.419405E-6	85.000000E-3	545.649405E-9
1.514248E+3	4.710000E-9	7.132106E-6	86.000000E-3	613.361157E-9
1.683894E+3	4.710000E-9	7.931139E-6	86.000000E-3	682.077967E-9
1.878672E+3	4.660000E-9	8.754613E-6	91.000000E-3	796.669821E-9
2.092301E+3	4.630000E-9	9.687352E-6	93.000000E-3	900.923762E-9
2.331062E+3	4.600000E-9	10.722884E-6	96.000000E-3	1.029397E-6
2.601239E+3	4.600000E-9	11.965698E-6	96.000000E-3	1.148707E-6
2.896548E+3	4.600000E-9	13.324123E-6	101.000000E-3	1.345736E-6
3.229557E+3	4.500000E-9	14.533008E-6	105.000000E-3	1.525966E-6
3.593982E+3	4.500000E-9	16.172919E-6	108.000000E-3	1.746675E-6
4.008672E+3	4.500000E-9	18.039025E-6	112.000000E-3	2.020371E-6
4.467345E+3	4.440000E-9	19.835011E-6	116.000000E-3	2.300861E-6
4.976283E+3	4.410000E-9	21.945407E-6	121.000000E-3	2.655394E-6
5.541769E+3	4.390000E-9	24.328368E-6	126.000000E-3	3.065374E-6
6.176371E+3	4.360000E-9	26.928978E-6	132.000000E-3	3.554625E-6
6.886371E+3	4.330000E-9	29.817987E-6	139.000000E-3	4.144700E-6
7.671769E+3	4.300000E-9	32.988608E-6	147.000000E-3	4.849325E-6
8.545132E+3	4.260000E-9	36.402262E-6	155.000000E-3	5.642351E-6
9.525309E+3	4.230000E-9	40.292057E-6	164.000000E-3	6.607897E-6
10.612300E+3	4.190000E-9	44.465537E-6	174.000000E-3	7.737003E-6
11.824955E+3	4.150000E-9	49.073562E-6	186.000000E-3	9.127683E-6
13.175840E+3	4.100000E-9	54.020942E-6	199.000000E-3	10.750168E-6
14.683804E+3	4.050000E-9	59.469406E-6	212.000000E-3	12.607514E-6
16.361415E+3	4.000000E-9	65.445658E-6	228.000000E-3	14.921610E-6
18.227521E+3	3.940000E-9	71.816431E-6	244.000000E-3	17.523209E-6
20.313538E+3	3.870000E-9	78.613392E-6	262.000000E-3	20.596709E-6
22.632033E+3	3.800000E-9	86.001727E-6	282.000000E-3	24.252487E-6
25.220706E+3	3.720000E-9	93.821026E-6	303.000000E-3	28.427771E-6
28.098405E+3	3.630000E-9	101.997209E-6	325.000000E-3	33.149093E-6
31.309112E+3	3.530000E-9	110.521167E-6	348.000000E-3	38.461366E-6
34.890528E+3	3.420000E-9	119.325606E-6	372.000000E-3	44.389125E-6
38.874067E+3	3.310000E-9	128.673163E-6	394.500000E-3	50.761563E-6
