Amplitude,Capacitance,Dissipation
10.000000E-3,4.090000E-9,2.700000E-6
30.000000E-3,4.080000E-9,2.600000E-6
50.000000E-3,4.070000E-9,2.500000E-6
70.000000E-3,4.060000E-9,2.400000E-6
90.000000E-3,4.050000E-9,2.300000E-6
110.000000E-3,4.047000E-9,2.250000E-6
130.000000E-3,4.041000E-9,2.210000E-6
150.000000E-3,4.037000E-9,2.150000E-6
170.000000E-3,4.033000E-9,2.090000E-6
190.000000E-3,4.029000E-9,2.040000E-6
210.000000E-3,4.026000E-9,2.020000E-6
230.000000E-3,4.024000E-9,1.980000E-6
250.000000E-3,4.022000E-9,1.960000E-6
270.000000E-3,4.021000E-9,1.930000E-6
290.000000E-3,4.020000E-9,1.910000E-6
310.000000E-3,4.018000E-9,1.900000E-6
330.000000E-3,4.017000E-9,1.880000E-6
350.000000E-3,4.017000E-9,1.880000E-6
370.000000E-3,4.016000E-9,1.880000E-6
390.000000E-3,4.015000E-9,1.860000E-6
