Amplitude,Capacitance,Dissipation
10.000000E-3,1.130600E-9,313.500000E-6
30.000000E-3,1.129300E-9,312.000000E-6
50.000000E-3,1.127800E-9,310.800000E-6
70.000000E-3,1.127800E-9,308.700000E-6
90.000000E-3,1.127000E-9,307.600000E-6
110.000000E-3,1.126100E-9,306.600000E-6
130.000000E-3,1.125500E-9,306.100000E-6
150.000000E-3,1.124700E-9,305.200000E-6
170.000000E-3,1.124000E-9,304.500000E-6
190.000000E-3,1.123400E-9,303.800000E-6
210.000000E-3,1.122700E-9,303.300000E-6
230.000000E-3,1.122200E-9,302.800000E-6
250.000000E-3,1.121700E-9,302.400000E-6
270.000000E-3,1.121300E-9,302.000000E-6
290.000000E-3,1.121000E-9,301.500000E-6
310.000000E-3,1.120400E-9,301.200000E-6
330.000000E-3,1.120200E-9,300.800000E-6
350.000000E-3,1.119900E-9,300.700000E-6
370.000000E-3,1.119600E-9,300.400000E-6
390.000000E-3,1.119400E-9,300.100000E-6
