Amplitude,Capacitance,Dissipation
10.000000E-3,1.150800E-9,316.500000E-6
30.000000E-3,1.149000E-9,314.800000E-6
50.000000E-3,1.147200E-9,313.300000E-6
70.000000E-3,1.146700E-9,310.700000E-6
90.000000E-3,1.145400E-9,309.300000E-6
110.000000E-3,1.144100E-9,308.000000E-6
130.000000E-3,1.142900E-9,307.200000E-6
150.000000E-3,1.141900E-9,306.100000E-6
170.000000E-3,1.140700E-9,305.100000E-6
190.000000E-3,1.139800E-9,304.200000E-6
210.000000E-3,1.138900E-9,303.500000E-6
230.000000E-3,1.138200E-9,302.700000E-6
250.000000E-3,1.137600E-9,302.300000E-6
270.000000E-3,1.137000E-9,301.600000E-6
290.000000E-3,1.136500E-9,301.000000E-6
310.000000E-3,1.136000E-9,300.600000E-6
330.000000E-3,1.135500E-9,300.200000E-6
350.000000E-3,1.135200E-9,300.000000E-6
370.000000E-3,1.134900E-9,299.600000E-6
390.000000E-3,1.134500E-9,299.400000E-6
