Frequency_rads	Cp_Farad	Bp_S	Dissipation	Gp_S
125.663706E+0	0.000000E+0	NaN	0.000000E+0	0.000000E+0
138.230077E+0	5.300000E-9	732.619407E-9	137.000000E-3	100.368859E-9
157.079633E+0	5.400000E-9	848.230016E-9	105.000000E-3	89.064152E-9
175.929189E+0	5.300000E-9	932.424700E-9	108.000000E-3	100.701868E-9
194.778745E+0	5.200000E-9	1.012849E-6	109.000000E-3	110.400592E-9
213.628300E+0	5.300000E-9	1.132230E-6	100.000000E-3	113.222999E-9
238.761042E+0	5.100000E-9	1.217681E-6	100.000000E-3	121.768131E-9
270.176968E+0	5.200000E-9	1.404920E-6	90.000000E-3	126.442821E-9
301.592895E+0	5.200000E-9	1.568283E-6	95.000000E-3	148.986890E-9
333.008821E+0	5.100000E-9	1.698345E-6	78.000000E-3	132.470909E-9
370.707933E+0	5.100000E-9	1.890610E-6	86.000000E-3	162.592499E-9
414.690230E+0	5.000000E-9	2.073451E-6	79.000000E-3	163.802641E-9
458.672527E+0	5.000000E-9	2.293363E-6	86.000000E-3	197.229187E-9
515.221195E+0	5.000000E-9	2.576106E-6	83.000000E-3	213.816796E-9
571.769863E+0	4.980000E-9	2.847414E-6	83.000000E-3	236.335355E-9
634.601716E+0	4.950000E-9	3.141278E-6	81.000000E-3	254.443558E-9
709.999940E+0	4.920000E-9	3.493200E-6	81.000000E-3	282.949176E-9
791.681349E+0	4.900000E-9	3.879239E-6	81.000000E-3	314.218327E-9
879.645943E+0	4.880000E-9	4.292672E-6	79.000000E-3	339.121104E-9
980.176908E+0	4.860000E-9	4.763660E-6	81.000000E-3	385.856442E-9
1.093274E+3	4.840000E-9	5.291447E-6	81.000000E-3	428.607234E-9
1.218938E+3	4.810000E-9	5.863092E-6	83.000000E-3	486.636598E-9
1.357168E+3	4.790000E-9	6.500835E-6	84.000000E-3	546.070127E-9
1.514248E+3	4.770000E-9	7.222961E-6	85.000000E-3	613.951713E-9
1.683894E+3	4.740000E-9	7.981656E-6	87.000000E-3	694.404068E-9
1.878672E+3	4.720000E-9	8.867334E-6	89.000000E-3	789.192705E-9
2.092301E+3	4.700000E-9	9.833813E-6	91.000000E-3	894.877013E-9
2.331062E+3	4.670000E-9	10.886058E-6	94.000000E-3	1.023289E-6
2.601239E+3	4.650000E-9	12.095760E-6	96.000000E-3	1.161193E-6
2.896548E+3	4.600000E-9	13.324123E-6	99.000000E-3	1.319088E-6
3.229557E+3	4.600000E-9	14.855963E-6	102.000000E-3	1.515308E-6
3.593982E+3	4.600000E-9	16.532317E-6	106.000000E-3	1.752426E-6
4.008672E+3	4.500000E-9	18.039025E-6	110.000000E-3	1.984293E-6
4.467345E+3	4.520000E-9	20.192398E-6	115.000000E-3	2.322126E-6
4.976283E+3	4.490000E-9	22.343510E-6	120.000000E-3	2.681221E-6
5.541769E+3	4.460000E-9	24.716292E-6	126.000000E-3	3.114253E-6
