Frequency_rads	Cp_Farad	Bp_S	Dissipation	Gp_S
125.663706E+0	6.500000E-9	816.814090E-9	169.000000E-3	138.041581E-9
138.230077E+0	6.600000E-9	912.318507E-9	170.000000E-3	155.094146E-9
157.079633E+0	6.300000E-9	989.601686E-9	157.000000E-3	155.367465E-9
175.929189E+0	6.200000E-9	1.090761E-6	149.000000E-3	162.523384E-9
194.778745E+0	6.200000E-9	1.207628E-6	164.000000E-3	198.051027E-9
213.628300E+0	6.100000E-9	1.303133E-6	155.000000E-3	201.985558E-9
238.761042E+0	5.900000E-9	1.408690E-6	156.000000E-3	219.755663E-9
270.176968E+0	5.900000E-9	1.594044E-6	138.000000E-3	219.978088E-9
301.592895E+0	5.900000E-9	1.779398E-6	143.000000E-3	254.453925E-9
333.008821E+0	5.800000E-9	1.931451E-6	142.000000E-3	274.266065E-9
370.707933E+0	5.700000E-9	2.113035E-6	125.000000E-3	264.129402E-9
414.690230E+0	5.700000E-9	2.363734E-6	132.000000E-3	312.012929E-9
458.672527E+0	5.620000E-9	2.577740E-6	124.000000E-3	319.639711E-9
515.221195E+0	5.600000E-9	2.885239E-6	117.000000E-3	337.572927E-9
571.769863E+0	5.540000E-9	3.167605E-6	112.000000E-3	354.771765E-9
634.601716E+0	5.500000E-9	3.490309E-6	111.000000E-3	387.424348E-9
709.999940E+0	5.480000E-9	3.890800E-6	105.000000E-3	408.533965E-9
791.681349E+0	5.460000E-9	4.322580E-6	102.000000E-3	440.903177E-9
879.645943E+0	5.430000E-9	4.776477E-6	99.000000E-3	472.871270E-9
980.176908E+0	5.410000E-9	5.302757E-6	97.000000E-3	514.367436E-9
1.093274E+3	5.380000E-9	5.881815E-6	95.000000E-3	558.772466E-9
1.218938E+3	5.360000E-9	6.533507E-6	94.000000E-3	614.149697E-9
1.357168E+3	5.340000E-9	7.247277E-6	94.000000E-3	681.244063E-9
1.514248E+3	5.310000E-9	8.040655E-6	94.000000E-3	755.821577E-9
1.683894E+3	5.290000E-9	8.907797E-6	95.000000E-3	846.240760E-9
1.878672E+3	5.270000E-9	9.900604E-6	97.000000E-3	960.358548E-9
2.092301E+3	5.250000E-9	10.984579E-6	99.000000E-3	1.087473E-6
2.331062E+3	5.220000E-9	12.168142E-6	101.000000E-3	1.228982E-6
2.601239E+3	5.200000E-9	13.526441E-6	104.000000E-3	1.406750E-6
2.896548E+3	5.200000E-9	15.062052E-6	108.000000E-3	1.626702E-6
3.229557E+3	5.200000E-9	16.793698E-6	113.000000E-3	1.897688E-6
3.593982E+3	5.100000E-9	18.329308E-6	118.000000E-3	2.162858E-6
4.008672E+3	5.100000E-9	20.444228E-6	123.000000E-3	2.514640E-6
4.467345E+3	5.050000E-9	22.560091E-6	130.000000E-3	2.932812E-6
4.976283E+3	5.020000E-9	24.980939E-6	137.000000E-3	3.422389E-6
5.541769E+3	4.980000E-9	27.598012E-6	145.000000E-3	4.001712E-6
6.176371E+3	4.940000E-9	30.511274E-6	154.000000E-3	4.698736E-6
6.886371E+3	4.900000E-9	33.743218E-6	164.000000E-3	5.533888E-6
7.671769E+3	4.850000E-9	37.208081E-6	174.000000E-3	6.474206E-6
8.545132E+3	4.800000E-9	41.016634E-6	186.000000E-3	7.629094E-6
9.525309E+3	4.750000E-9	45.245217E-6	198.000000E-3	8.958553E-6
10.612300E+3	4.690000E-9	49.771687E-6	212.000000E-3	10.551598E-6
11.824955E+3	4.620000E-9	54.631291E-6	226.000000E-3	12.346672E-6
13.175840E+3	4.550000E-9	59.950070E-6	242.000000E-3	14.507917E-6
14.683804E+3	4.470000E-9	65.636604E-6	259.000000E-3	16.999880E-6
16.361415E+3	4.390000E-9	71.826610E-6	277.000000E-3	19.895971E-6
18.227521E+3	4.290000E-9	78.196063E-6	296.000000E-3	23.146035E-6
20.313538E+3	4.190000E-9	85.113725E-6	316.000000E-3	26.895937E-6
22.632033E+3	4.090000E-9	92.565017E-6	337.000000E-3	31.194411E-6
25.220706E+3	3.970000E-9	100.126202E-6	360.000000E-3	36.045433E-6
28.098405E+3	3.850000E-9	108.178858E-6	383.000000E-3	41.432503E-6
31.309112E+3	3.720000E-9	116.469898E-6	406.000000E-3	47.286779E-6
34.890528E+3	3.590000E-9	125.256996E-6	426.900000E-3	53.472211E-6
38.874067E+3	3.450000E-9	134.115533E-6	451.100000E-3	60.499517E-6
43.316280E+3	3.310000E-9	143.376885E-6	474.900000E-3	68.089683E-6
48.267430E+3	3.167000E-9	152.862949E-6	498.400000E-3	76.186894E-6
53.784066E+3	3.025000E-9	162.696800E-6	521.100000E-3	84.781303E-6
