Amplitude,Capacitance,Dissipation
10.000000E-3,959.000000E-12,537.000000E-6
30.000000E-3,958.000000E-12,538.000000E-6
50.000000E-3,958.000000E-12,537.000000E-6
70.000000E-3,959.000000E-12,534.000000E-6
90.000000E-3,959.000000E-12,533.000000E-6
110.000000E-3,960.000000E-12,531.000000E-6
130.000000E-3,960.000000E-12,531.000000E-6
150.000000E-3,960.000000E-12,531.000000E-6
170.000000E-3,960.000000E-12,531.000000E-6
190.000000E-3,960.000000E-12,531.000000E-6
210.000000E-3,959.000000E-12,532.000000E-6
230.000000E-3,959.000000E-12,532.000000E-6
250.000000E-3,959.000000E-12,532.000000E-6
270.000000E-3,959.000000E-12,532.000000E-6
290.000000E-3,959.000000E-12,533.000000E-6
310.000000E-3,958.700000E-12,533.000000E-6
330.000000E-3,958.600000E-12,533.000000E-6
350.000000E-3,958.100000E-12,535.000000E-6
370.000000E-3,958.200000E-12,535.000000E-6
390.000000E-3,958.200000E-12,535.000000E-6
