Amplitude,Capacitance,Dissipation
10.000000E-3,4.520000E-9,3.800000E-6
30.000000E-3,4.480000E-9,3.700000E-6
50.000000E-3,4.450000E-9,3.500000E-6
70.000000E-3,4.420000E-9,3.400000E-6
90.000000E-3,4.400000E-9,3.300000E-6
110.000000E-3,4.372000E-9,3.200000E-6
130.000000E-3,4.355000E-9,3.150000E-6
150.000000E-3,4.336000E-9,3.060000E-6
170.000000E-3,4.317000E-9,2.980000E-6
190.000000E-3,4.300000E-9,2.910000E-6
210.000000E-3,4.285000E-9,2.870000E-6
230.000000E-3,4.272000E-9,2.810000E-6
250.000000E-3,4.262000E-9,2.760000E-6
270.000000E-3,4.251000E-9,2.710000E-6
290.000000E-3,4.240000E-9,2.670000E-6
310.000000E-3,4.231000E-9,2.620000E-6
330.000000E-3,4.222000E-9,2.580000E-6
350.000000E-3,4.216000E-9,2.570000E-6
370.000000E-3,4.209000E-9,2.540000E-6
390.000000E-3,4.202000E-9,2.500000E-6
