Frequency_rads	Cp_Farad	Bp_S	Dissipation	Gp_S
125.663706E+0	0.000000E+0	NaN	0.000000E+0	0.000000E+0
138.230077E+0	7.900000E-9	1.092018E-6	166.000000E-3	181.274923E-9
157.079633E+0	7.900000E-9	1.240929E-6	166.000000E-3	205.994230E-9
175.929189E+0	7.800000E-9	1.372248E-6	132.000000E-3	181.136693E-9
194.778745E+0	7.700000E-9	1.499796E-6	137.000000E-3	205.472098E-9
213.628300E+0	7.700000E-9	1.644938E-6	137.000000E-3	225.356494E-9
238.761042E+0	7.600000E-9	1.814584E-6	130.000000E-3	235.895909E-9
270.176968E+0	7.500000E-9	2.026327E-6	136.000000E-3	275.580508E-9
301.592895E+0	7.400000E-9	2.231787E-6	141.000000E-3	314.682026E-9
333.008821E+0	7.400000E-9	2.464265E-6	139.000000E-3	342.532874E-9
370.707933E+0	7.300000E-9	2.706168E-6	145.000000E-3	392.394347E-9
414.690230E+0	7.200000E-9	2.985770E-6	142.000000E-3	423.979291E-9
458.672527E+0	7.230000E-9	3.316202E-6	152.000000E-3	504.062761E-9
515.221195E+0	7.150000E-9	3.683832E-6	155.000000E-3	570.993890E-9
571.769863E+0	7.060000E-9	4.036695E-6	159.000000E-3	641.834542E-9
634.601716E+0	6.980000E-9	4.429520E-6	165.000000E-3	730.870796E-9
709.999940E+0	6.900000E-9	4.899000E-6	169.000000E-3	827.930930E-9
791.681349E+0	6.810000E-9	5.391350E-6	175.000000E-3	943.486247E-9
879.645943E+0	6.710000E-9	5.902424E-6	179.000000E-3	1.056534E-6
980.176908E+0	6.610000E-9	6.478969E-6	183.000000E-3	1.185651E-6
1.093274E+3	6.510000E-9	7.117215E-6	186.000000E-3	1.323802E-6
1.218938E+3	6.410000E-9	7.813392E-6	189.000000E-3	1.476731E-6
1.357168E+3	6.310000E-9	8.563730E-6	192.000000E-3	1.644236E-6
1.514248E+3	6.210000E-9	9.403478E-6	193.000000E-3	1.814871E-6
1.683894E+3	6.120000E-9	10.305429E-6	194.000000E-3	1.999253E-6
1.878672E+3	6.030000E-9	11.328395E-6	194.000000E-3	2.197709E-6
2.092301E+3	5.940000E-9	12.428266E-6	194.000000E-3	2.411084E-6
2.331062E+3	5.860000E-9	13.660022E-6	193.000000E-3	2.636384E-6
2.601239E+3	5.800000E-9	15.087185E-6	192.000000E-3	2.896739E-6
2.896548E+3	5.700000E-9	16.510326E-6	191.000000E-3	3.153472E-6
