Amplitude,Capacitance,Dissipation
10.000000E-3,1.099900E-9,308.600000E-6
30.000000E-3,1.099700E-9,308.300000E-6
50.000000E-3,1.099600E-9,307.900000E-6
70.000000E-3,1.100500E-9,306.700000E-6
90.000000E-3,1.100400E-9,306.300000E-6
110.000000E-3,1.100200E-9,306.000000E-6
130.000000E-3,1.100100E-9,305.900000E-6
150.000000E-3,1.099900E-9,305.600000E-6
170.000000E-3,1.099900E-9,305.300000E-6
190.000000E-3,1.099900E-9,305.100000E-6
210.000000E-3,1.099600E-9,305.000000E-6
230.000000E-3,1.099500E-9,304.800000E-6
250.000000E-3,1.099400E-9,304.700000E-6
270.000000E-3,1.099200E-9,304.600000E-6
290.000000E-3,1.099100E-9,304.400000E-6
310.000000E-3,1.099100E-9,304.300000E-6
330.000000E-3,1.099000E-9,304.200000E-6
350.000000E-3,1.098800E-9,304.200000E-6
370.000000E-3,1.098800E-9,304.100000E-6
390.000000E-3,1.098700E-9,304.000000E-6
