Amplitude,Capacitance,Dissipation
10.000000E-3,4.940000E-9,5.400000E-6
30.000000E-3,4.870000E-9,5.300000E-6
50.000000E-3,4.790000E-9,5.100000E-6
70.000000E-3,4.720000E-9,4.800000E-6
90.000000E-3,4.650000E-9,4.600000E-6
110.000000E-3,4.579000E-9,4.330000E-6
130.000000E-3,4.530000E-9,4.170000E-6
150.000000E-3,4.476000E-9,3.940000E-6
170.000000E-3,4.428000E-9,3.730000E-6
190.000000E-3,4.388000E-9,3.550000E-6
210.000000E-3,4.352000E-9,3.410000E-6
230.000000E-3,4.322000E-9,3.270000E-6
250.000000E-3,4.303000E-9,3.170000E-6
270.000000E-3,4.280000E-9,3.050000E-6
290.000000E-3,4.261000E-9,2.950000E-6
310.000000E-3,4.244000E-9,2.860000E-6
330.000000E-3,4.229000E-9,2.790000E-6
350.000000E-3,4.219000E-9,2.750000E-6
370.000000E-3,4.207000E-9,2.690000E-6
390.000000E-3,4.198000E-9,2.630000E-6
