Frequency_rads	Cp_Farad	Bp_S	Dissipation	Gp_S
125.663706E+0	0.000000E+0	NaN	0.000000E+0	0.000000E+0
138.230077E+0	4.300000E-9	594.389330E-9	80.000000E-3	47.551146E-9
157.079633E+0	4.300000E-9	675.442421E-9	68.000000E-3	45.930085E-9
175.929189E+0	4.300000E-9	756.495511E-9	73.000000E-3	55.224172E-9
194.778745E+0	4.400000E-9	857.026476E-9	68.000000E-3	58.277800E-9
213.628300E+0	4.300000E-9	918.601692E-9	81.000000E-3	74.406737E-9
238.761042E+0	4.300000E-9	1.026672E-6	81.000000E-3	83.160471E-9
270.176968E+0	4.300000E-9	1.161761E-6	55.000000E-3	63.896853E-9
301.592895E+0	4.300000E-9	1.296849E-6	61.000000E-3	79.107816E-9
333.008821E+0	4.300000E-9	1.431938E-6	57.000000E-3	81.620462E-9
370.707933E+0	4.200000E-9	1.556973E-6	52.000000E-3	80.962613E-9
414.690230E+0	4.200000E-9	1.741699E-6	58.000000E-3	101.018540E-9
458.672527E+0	4.210000E-9	1.931011E-6	51.000000E-3	98.481578E-9
515.221195E+0	4.220000E-9	2.174233E-6	47.000000E-3	102.188972E-9
571.769863E+0	4.200000E-9	2.401433E-6	46.000000E-3	110.465938E-9
634.601716E+0	4.180000E-9	2.652635E-6	42.000000E-3	111.410677E-9
709.999940E+0	4.180000E-9	2.967800E-6	43.000000E-3	127.615389E-9
791.681349E+0	4.170000E-9	3.301311E-6	38.000000E-3	125.449827E-9
879.645943E+0	4.160000E-9	3.659327E-6	40.000000E-3	146.373085E-9
980.176908E+0	4.160000E-9	4.077536E-6	40.000000E-3	163.101437E-9
1.093274E+3	4.140000E-9	4.526155E-6	41.000000E-3	185.572370E-9
1.218938E+3	4.140000E-9	5.046403E-6	40.000000E-3	201.856124E-9
1.357168E+3	4.130000E-9	5.605104E-6	41.000000E-3	229.809262E-9
1.514248E+3	4.120000E-9	6.238700E-6	41.000000E-3	255.786715E-9
1.683894E+3	4.120000E-9	6.937642E-6	42.000000E-3	291.380959E-9
1.878672E+3	4.110000E-9	7.721344E-6	43.000000E-3	332.017774E-9
2.092301E+3	4.100000E-9	8.578433E-6	44.000000E-3	377.451048E-9
2.331062E+3	4.100000E-9	9.557353E-6	46.000000E-3	439.638246E-9
2.601239E+3	4.090000E-9	10.639066E-6	48.000000E-3	510.675185E-9
2.896548E+3	4.080000E-9	11.817918E-6	50.000000E-3	590.895879E-9
3.229557E+3	4.100000E-9	13.241185E-6	53.000000E-3	701.782790E-9
3.593982E+3	4.100000E-9	14.735326E-6	56.000000E-3	825.178266E-9
4.008672E+3	4.100000E-9	16.435556E-6	60.000000E-3	986.133368E-9
4.467345E+3	4.060000E-9	18.137420E-6	64.000000E-3	1.160795E-6
4.976283E+3	4.050000E-9	20.153945E-6	68.000000E-3	1.370468E-6
5.541769E+3	4.040000E-9	22.388749E-6	73.000000E-3	1.634379E-6
6.176371E+3	4.030000E-9	24.890776E-6	79.000000E-3	1.966371E-6
6.886371E+3	4.030000E-9	27.752076E-6	79.000000E-3	2.192414E-6
7.671769E+3	4.010000E-9	30.763795E-6	94.000000E-3	2.891797E-6
8.545132E+3	4.000000E-9	34.180528E-6	103.000000E-3	3.520594E-6
9.525309E+3	3.980000E-9	37.910730E-6	112.000000E-3	4.246002E-6
10.612300E+3	3.960000E-9	42.024708E-6	123.000000E-3	5.169039E-6
11.824955E+3	3.940000E-9	46.590322E-6	135.000000E-3	6.289693E-6
13.175840E+3	3.910000E-9	51.517533E-6	148.000000E-3	7.624595E-6
14.683804E+3	3.880000E-9	56.973160E-6	163.000000E-3	9.286625E-6
