Amplitude,Capacitance,Dissipation
10.000000E-3,1.110100E-9,307.000000E-6
30.000000E-3,1.109700E-9,306.500000E-6
50.000000E-3,1.109300E-9,306.100000E-6
70.000000E-3,1.110200E-9,304.700000E-6
90.000000E-3,1.109800E-9,304.300000E-6
110.000000E-3,1.109700E-9,303.900000E-6
130.000000E-3,1.109500E-9,303.700000E-6
150.000000E-3,1.109200E-9,303.300000E-6
170.000000E-3,1.109100E-9,303.000000E-6
190.000000E-3,1.108900E-9,302.700000E-6
210.000000E-3,1.108600E-9,302.500000E-6
230.000000E-3,1.108400E-9,302.300000E-6
250.000000E-3,1.108400E-9,302.100000E-6
270.000000E-3,1.108100E-9,301.900000E-6
290.000000E-3,1.107900E-9,301.700000E-6
310.000000E-3,1.108000E-9,301.500000E-6
330.000000E-3,1.107800E-9,301.300000E-6
350.000000E-3,1.107600E-9,301.300000E-6
370.000000E-3,1.107700E-9,301.100000E-6
390.000000E-3,1.107600E-9,301.000000E-6
