1093.3,1.3549e+05,-3.2389e+05,135.49,-323.89
1218.9,1.2027e+05,-2.9976e+05,120.27,-299.76
1357.2,1.0654e+05,-2.771e+05,106.54,-277.1
1514.2,94369,-2.5627e+05,94.369,-256.27
1683.9,83426,-2.3662e+05,83.426,-236.62
1878.7,73756,-2.1842e+05,73.756,-218.42
2092.3,64878,-2.0125e+05,64.878,-201.25
2331.1,56896,-1.8494e+05,56.896,-184.94
2601.2,49767,-1.6991e+05,49.767,-169.91
2896.5,43439,-1.5588e+05,43.439,-155.88
3229.6,37813,-1.4273e+05,37.813,-142.73
3594,32867,-1.3049e+05,32.867,-130.49
4008.7,28598,-1.1909e+05,28.598,-119.09
4467.3,24894,-1.0861e+05,24.894,-108.61
4976.3,21665,-98979,21.665,-98.979
5541.8,18863,-90018,18.863,-90.018
6176.4,16467,-81890,16.467,-81.89
6886.4,14383,-74352,14.383,-74.352
7671.8,12599,-67488,12.599,-67.488
8545.1,11067,-61160,11.067,-61.16
9525.3,9758.5,-55401,9.7585,-55.401
10612,8648.9,-50233,8.6489,-50.233
11825,7682.3,-45525,7.6823,-45.525
13176,6848.8,-41242,6.8488,-41.242
14684,6134.5,-37415,6.1345,-37.415
16361,5503,-33905,5.503,-33.905
18228,4946.6,-30727,4.9466,-30.727
20314,4456.3,-27865,4.4563,-27.865
22632,4010.6,-25254,4.0106,-25.254
25221,3615.5,-22890,3.6155,-22.89
28098,3265.6,-20761,3.2656,-20.761
31309,2944.6,-18819,2.9446,-18.819
34891,2656.7,-17068,2.6567,-17.068
38874,2393.5,-15476,2.3935,-15.476
43316,2154.7,-14035,2.1547,-14.035
48267,1935.9,-12736,1.9359,-12.736
53784,1729.8,-11554,1.7298,-11.554
59929,1556.9,-10473,1.5569,-10.473
66778,1386.9,-9509.5,1.3869,-9.5095
74405,1224.6,-8636,1.2246,-8.636
82907,1075.7,-7844.2,1.0757,-7.8442
92382,940.83,-7121.5,0.94083,-7.1215
1.0294e+05,821.12,-6460.9,0.82112,-6.4609
